,TW_NO,TW_TIME,TW_TEXT,FAV,RT
1782,1141365405979537409,2019-06-20 00:21:32,RT @akinokaedevo: 「出しちゃダメ♡」（射精しろ）「中出し我慢♡」（射精しろ）「ちんぽ負けるな♡」（射精しろ）「赤ちゃんできちゃう♡」（射精しろ）,0,94
1783,1141350428673597442,2019-06-19 23:22:02,大人としゃべるときに毎回この流れの会話になるからほんま都市大は名前を戻して欲しい,0,1
1784,1141350225904168960,2019-06-19 23:21:13,酔っ払い「ウィ…ァ…ど、どこの学生さん？」ぼく「東京都市大学です(ｷﾘｯ」酔っ払い「ウェ？」ぼく「武蔵工業大学です(´・ω・｀)」酔っ払い「ウオ〜♡♡」,3,0
1785,1141349609433735168,2019-06-19 23:18:46,酔っ払いのサラリーマンのおっちゃんがチャリですっ転んでたんで家まで送ってあげました日本のために働いてる人には優しくしてあげないとねぼくは働いてないし働きたくもないのでなおさら感謝しないと,0,0
1786,1141321731811840000,2019-06-19 21:28:00,ワイ「トッモ！他人のことなんか気にする必要ないんやで( ˙꒳˙  )」コンビニワイ「あっ、、あっ、PASMOで…」(´・ω・｀)(´・ω・｀)(´・ω・｀)(´・ω・｀)(´・ω・｀)(´・ω・｀)なにこれ,1,0
1787,1141321283398844416,2019-06-19 21:26:13,なんか最近死ぬほど思うんだけど、他人にアドバイスするたびに「それ自分にも言えることやろアホが」ってなりますね理論と実践の比率が33:4っていう中身すっからかんな人間やからこうなるんですね受験期とやってることおなじやないかい！懺悔します,0,0
1788,1141255526250008576,2019-06-19 17:04:55,ここら辺の感覚は人によって違うらしい僕にとってはスタバのフラペチーノはジャンクフード https://t.co/T7pnAST6Oj,0,0
1789,1141238420951293952,2019-06-19 15:56:57,Tully'sとドトールとかおしゃんてぃーなところ行く勇気がないので、1人でスタバで新作フラペチーノをむさぼるしかできないオタクでもやっぱスタバの新作は美味い,1,0
1790,1141230219937763330,2019-06-19 15:24:22,キャリアデザインのお姉さんがエロくなかったから訴訟,1,0
1791,1141130050256850944,2019-06-19 08:46:19,まあ5人ともなんだかんだひたむきで真面目だけどな,0,0
1792,1141129577793589248,2019-06-19 08:44:27,ひたむきで真面目な子が結局かわいいんだよ人間性に惹かれるんだよつまり四葉だよそーゆーことだよ,1,0
1793,1141128075846926338,2019-06-19 08:38:29,そりゃお前ひたむきでも真面目でもなくずるくて卑屈なクズだからだよーーーー,1,0
1794,1141127374685081600,2019-06-19 08:35:41,これ座右の銘にしたいって10年近く思ってるんですけどなかなか人生思い通りにいかないのはなぜでしょう https://t.co/KddoZWWLjj,2,0
1795,1141125213330931712,2019-06-19 08:27:06,今までずっとイキリとひねくれで生きてきたけど人生で初めてミーハーなことしてる気がするミーハーって楽しいな四葉あああああああああああああ,1,0
1796,1140966555355770880,2019-06-18 21:56:39,RT @zutomayo_staff: めざましテレビで紹介していただきました〜ありがとうございます。#今は今で誓いは笑みで https://t.co/ouOnxHScZh,0,5807
1797,1140935616038707201,2019-06-18 19:53:43,RT @NNPS_KM_SONYA: ご注文はノーベル賞ですか? https://t.co/ITIBGu29WD,0,1095
1798,1140921297347571717,2019-06-18 18:56:49,物理再履でめちゃくちゃ萎えてるからはやくピザパやってテンションぶち上げたい,2,0
1799,1140920958305259520,2019-06-18 18:55:28,RT @SatoshiThermoph: デート代を払わないダメンズ諸君。博士後期課程院生の今日の服がいくらかかってるかを勉強してください。これでもまだ、ワリカンなんて言える？シャツ 500円ズボン 3000円靴  3000円学費 52万円収入 0円,0,294
1800,1140920547997437952,2019-06-18 18:53:50,これマジ？ https://t.co/zfOaM6LWEl,1,0
1801,1140890237675065345,2019-06-18 16:53:24,物理の問題、緑本から出てたらしいね1問もやってねえわしんどい,0,0
1802,1140814159765889024,2019-06-18 11:51:05,神ですよ神 https://t.co/LK00yKx6YA,1,0
1803,1140807138643591169,2019-06-18 11:23:11,繰り上げで単位もらえることってあるんですかこれ,0,0
1804,1140806937027547136,2019-06-18 11:22:23,6割に2点足りませんでした対あり,2,0
1805,1140803965312888832,2019-06-18 11:10:35,中学数学から苦手なオタクなので、計算が間違えてることがしょっちゅうありすぎるってことを忘れてた,2,0
1806,1140802265667624960,2019-06-18 11:03:49,まずいまずい期末低すぎるなんでなんで計算どこでミスったんだああああああああああああああああ,0,0
1807,1140799101522440193,2019-06-18 10:51:15,あかんあかんあかん物理学再履の可能性でてきたwwwwwwwwwwwwwwwww,2,0
1808,1140790208746536961,2019-06-18 10:15:55,最近色んなことを考えすぎて逆に損してるパターンが多いので、いい感じに省エネしないと頭がパンクする,0,0
1809,1140787049580023808,2019-06-18 10:03:22,物事に優先順位つけてやることが本当に苦手なので、真面目にやろうと思っても結局損しがちな人間でござる,1,0
1810,1140786054015795200,2019-06-18 09:59:24,テスト乗り切る方法って、今までは「テスト範囲の全問題網羅」っていうところから話を進めてって時間的に無理なところを引き算してったけど、授業で解いた問題+αだけで乗り切れることに今更気づいて、わたしの計画力のなさに失望,1,1
1811,1140762127541518336,2019-06-18 08:24:20,新聞を20分で読むのと同じで、大事なところピックアップしてパパっと目を通す感じ,0,0
1812,1140761857734561792,2019-06-18 08:23:15,ピックアップ式の速読で概要をつかむってことじゃねえの(適当) https://t.co/BSNgUod87V,0,0
1813,1140761403818516480,2019-06-18 08:21:27,ちょっと夜はTwitter控えましょうかねガチで起きれん,1,0
1814,1140759890236862464,2019-06-18 08:15:26,「やきう部の試合でユニフォーム忘れて顧問に怒られ外周走らされる」という夢を見ました寝起き最悪かつ絶起朝から人生負けモード,0,0
1815,1140626379630759937,2019-06-17 23:24:55,うおーーー！！ズングリーとマギサとJAM projectとかもうなつかしすぎてわけがわからんやばーーーーーい,0,0
1816,1140624630106865664,2019-06-17 23:17:58,あ！馬神弾の声優さん結婚してたんだ！！名字が変わってるーー！！！うおーーーてかもう9年もたってたのかー！！！！,0,0
1817,1140623222070661121,2019-06-17 23:12:22,やっぱり不足コストはブレイドラからかwwwwww,0,0
1818,1140621159945232392,2019-06-17 23:04:10,RT @ttttt82ne: 暴力団員タピ岡 https://t.co/pAdvJUTcR3,0,6386
1819,1140621104949518336,2019-06-17 23:03:57,すいません最近のバトスピがルール変わりすぎてわけがわからん,0,0
1820,1140620536407453697,2019-06-17 23:01:42,バトスピブレイヴ新アニメかっこよすぎて懐かしすぎてやばいやっぱブレイヴだわ,0,0
1821,1140617344940564480,2019-06-17 22:49:01,RT @1919RD_: https://t.co/RU2OFUU3K8,0,2
1822,1140613458548756481,2019-06-17 22:33:34,パスタ2人前食ったけど甘いものが食べたいので食パンにピーナッツバターとはちみつを塗り塗り,1,1
1823,1140610049825333248,2019-06-17 22:20:02,ふにゃちんのふにゃちんにヒモ括りつけて一晩ぶら下げとくわ https://t.co/FGkjzbw4lG,1,0
1824,1140608943363723264,2019-06-17 22:15:38,常に砂糖を摂取しないと無限に死にそうになるのでアル中ヤニ中よりよっぽど手強い,0,0
1825,1140607634539597831,2019-06-17 22:10:26,男は年上ならMになるけどタメ以下はSになるやろ,1,2
1826,1140606756080369666,2019-06-17 22:06:56,な ぜ そ う な る https://t.co/luZ092RTcZ,0,0
1827,1140605915441139712,2019-06-17 22:03:36,あまり先輩の好き度ランキングとかつけたくないけどTKNさんはダントツのトップ,3,0
1828,1140597762951487495,2019-06-17 21:31:12,本質情報鶏むね肉はパサパサして飽きる,1,0
1829,1140597593363210240,2019-06-17 21:30:32,RT @kouichi_npk1: エロ配信する人 https://t.co/HFnnLIYaZu,0,18341
1830,1140597535603482624,2019-06-17 21:30:18,RT @yashirosyouyu: ポケットモンスター／ https://t.co/pg3OWnhB1n,0,16494
1831,1140527059254427648,2019-06-17 16:50:15,過去の自分のことが嫌いすぎるので未だにツイ消し率20%を誇っておりますごめんなさい,0,0
1832,1140525805350469633,2019-06-17 16:45:16,今日から楽観的なオタクになります,0,0
1833,1140506766658039808,2019-06-17 15:29:37,ふたりとも無事でよかったーー,1,0
1834,1140461007610867712,2019-06-17 12:27:47,iPad買って書類全部スキャンしたい整理すんのほんまだるい,1,0
1835,1140460764769030146,2019-06-17 12:26:49,RT @Yasai_MiTech: 今日も一日 https://t.co/n4xO7xQeUB,0,3
1836,1140436977415643136,2019-06-17 10:52:18,#2限最前列ツイッター部 https://t.co/3C8wlR36ZC,6,0
1837,1140426560471621633,2019-06-17 10:10:54,チンパンジー陽キャはほっとけ定期,1,0
1838,1140426454276009984,2019-06-17 10:10:29,まええわ周りみんなオタクやし,0,0
1839,1140426393194393601,2019-06-17 10:10:14,そろそろ自分の見た目を気にしないといけないかもしれないそーいや3ヶ月くらい美容室行ってねえな,0,0
1840,1140403236928540673,2019-06-17 08:38:14,あれ？これわかのほうが学校早くつく？,1,0
1841,1140399554224771072,2019-06-17 08:23:35,あかんやっぱOrangestarが無限に好きすぎる本当にやばい,0,0
1842,1140396144435929089,2019-06-17 08:10:03,そういえば昨日買いましたいやーー壮観だな https://t.co/s6LhcKTfyF,1,0
1843,1140394254511906817,2019-06-17 08:02:32,スマホの地震速報の音にビビった,2,0
1844,1140378131754127360,2019-06-17 06:58:28,きっちり6時半に起床オタクしてがっつりシャワー浴びたから一限は間に合いそう,2,0
1845,1140377558430572545,2019-06-17 06:56:11,RT @Gentoo_64: コ　ン　ギ　ョ #四工大新歓2019 https://t.co/ZCDvPQ69wx,0,6
1846,1140291259233271808,2019-06-17 01:13:16,明日一限らしいので寝ますね,1,0
1847,1140291076932026369,2019-06-17 01:12:32,ポン酢さんほんまおつかれっす,2,0
1848,1140281011768401920,2019-06-17 00:32:33,#四工大新歓2019絶起回避チャレンジ,1,0
1849,1140276204534026243,2019-06-17 00:13:27,そして電車でとなりの女性が俺の肩に顔乗っけてきてア,1,0
1850,1140275707907457024,2019-06-17 00:11:28,初めて経験したけど、酔いつぶれた人たちへの対応力がみんなすごすぎてほんますごい見習わんとあかん,2,0
1851,1140273305527582721,2019-06-17 00:01:55,またうめさんワイの1本遅れで草 https://t.co/yWQB1G6c1k,2,0
1852,1140271790700343297,2019-06-16 23:55:54,カシスオレンジには気をつけよう！ありがとうございましたお疲れ様でした#四工大新歓2019,3,0
1853,1140255485313998849,2019-06-16 22:51:07,四工大生人格者の塊ばっかですごいみんないい人だ,2,0
1854,1140244149888663555,2019-06-16 22:06:04,ラーメンいきたい,1,0
1855,1140229139577704450,2019-06-16 21:06:25,オタクのコールがOMMCばっかで草,4,0
1856,1140228499073953794,2019-06-16 21:03:53,これ https://t.co/kdnOHBThCK,0,0
1857,1140216817010348032,2019-06-16 20:17:28,RT @aowakame33: #四工大新歓2019在宅部在宅極めてる https://t.co/xqiONqB0DV,0,1
1858,1140213486779129856,2019-06-16 20:04:14,五 等 分 の 花 嫁 https://t.co/8nji2iNlBw,40,7
1859,1140201796977082368,2019-06-16 19:17:46,やっほー https://t.co/e9wbqsRS7W,2,0
1860,1140187559558967296,2019-06-16 18:21:12,ライブいったことないから良さがわからなくて行くかどうか迷ってる男,1,0
1861,1140182618488500224,2019-06-16 18:01:34,ずとまよのライブ行きたいから行こうかな,0,0
1862,1140179648795463680,2019-06-16 17:49:46,オランジーナ新作試すか,1,0
1863,1140178105027272705,2019-06-16 17:43:38,この服いいなほしい https://t.co/MzoQTBAfzm,1,0
1864,1140157899148128256,2019-06-16 16:23:20,超最強耳かき音声として、SE:とみみ庵×音撫屋×シロクマの嫁CV:プロ声優っていう超最強タッグを組んでつくって欲しいんだけどやってくれないかな第1回は水瀬いのり×石原夏織で,0,0
1865,1140116718653599745,2019-06-16 13:39:42,秋野さんおもしろいからすき,0,0
1866,1140116468282978305,2019-06-16 13:38:43,RT @akinokaedevo: 亀頭戦士ガンダム,0,9
1867,1140116460464852993,2019-06-16 13:38:41,RT @akinokaedevo: 祈祷師の亀頭が祈祷中に起動,0,6
1868,1140113295103315968,2019-06-16 13:26:06,RT @2gooooooo: MUR先輩ニュースに出ていた!!#拡散希望 https://t.co/8ET3ewljAh,0,1531
1869,1140105185257066496,2019-06-16 12:53:52,四工大新歓に出る都市大ツイッタラーは五島慶太伝を必ず持参ってマ？,4,1
1870,1140065621280882688,2019-06-16 10:16:40,エッッッッッッ https://t.co/RKKsDeGWLt,1,0
1871,1140065491672657920,2019-06-16 10:16:09,イキって情リテの課題サボったせいで再履になりそうな哀れな男はこちらですこれからはちゃんとやります,2,0
1872,1139965802881277952,2019-06-16 03:40:01,RT @kururiina12_ane: 黒歴史とか初めて人に話したわﾔﾊﾞｽｷﾞｨ,0,1
1873,1139958399355850752,2019-06-16 03:10:36,ナオンと4時間ほど通話してエネルギー満タンになりました,6,0
1874,1139902212870553600,2019-06-15 23:27:20,オワオワリ大丈夫かこれたすけて誰か https://t.co/lk94tSrjEi,7,0
1875,1139878989583933440,2019-06-15 21:55:03,東京にいる兄が今度結婚するので、僕に甥っ子ができたら早く遊びたくて仕方ないです。僕はいとこも含めてすべての兄弟の中で歳が下だったので、自分より年下のやつと遊んだことないからほんとに楽しみ,3,0
1876,1139842972948631553,2019-06-15 19:31:56,いきたい https://t.co/iH1d57HDgT,0,0
1877,1139842051619446784,2019-06-15 19:28:17,次誰かと遊ぶときは格付けチェックやって遊ぶかな,1,0
1878,1139841731816333312,2019-06-15 19:27:00,超高級肉と超高級寿司は人生で1回はたべてみたいねあと超高級ワインそんで格付けチェックやって自分の味覚の才能を試したい,1,0
1879,1139839972196831232,2019-06-15 19:20:01,結局人って、他人の見た目なんてそこまで気にしてないから、服装も髪型も気にしないオタクってもっともコスパ高い人生送ってるのでは？と思ってしまう,3,0
1880,1139839301628264448,2019-06-15 19:17:21,RT @BikkuriMoon: さらばメガシンカ https://t.co/hcnb2hrBCU,0,15460
1881,1139839094714859523,2019-06-15 19:16:32,そういえば、TAPの外人ティーチャーが、「ジャパンとコリアの人はなんで二重にこだわるんだい？あと高い鼻にもこだわるよね。僕もこのとおり鼻は大きくて高いけど邪魔だから小さくして欲しいくらいだよ」って言ってましたうーんこの,3,0
1882,1139836957435891712,2019-06-15 19:08:02,ハッピーシュガーライフってなんだっけ(哲学),1,0
1883,1139836834198851584,2019-06-15 19:07:33,ひねくれ者の才能は誰にも負ける気がしないのでいくらでもマウントとれる気がします,0,0
1884,1139835443871043589,2019-06-15 19:02:01,いかにアホなことを追求するか常に考えてるやつは、YouTuberの才能があるってことですね,0,0
1885,1139832788872355840,2019-06-15 18:51:28,"1日1,5食は神だよ",0,0
1886,1139832266748657664,2019-06-15 18:49:24,マシンガントークとか無機質トークに面白さを感じだすのが小学校高学年〜中学生のころ陽キャは一般的に銀魂で、陰キャはラブコメギャグアニメで経験する,0,0
1887,1139831512050757635,2019-06-15 18:46:24,この無機質な2人のトークめっちゃ厨二心をくすぐるね,0,0
1888,1139831177412370433,2019-06-15 18:45:04,俺ガイルからオタクの道に進んだやつは結構俺の世代には多いんだろうなあ,4,1
1889,1139825100696330240,2019-06-15 18:20:55,栄養と味の両立さえできれば、整った料理なんてわざわざつくんなくてええんやで自炊する目的を間違えちゃいけない,1,0
1890,1139772830432628736,2019-06-15 14:53:13,RT @OrizeySakura: #私の絵柄が好みって人にフォローされたい https://t.co/ecEMvyQFXM,0,1090
1891,1139757509151821824,2019-06-15 13:52:20,ほんとだもともと英語できるやんこいつずるすぎ https://t.co/4ILC4KVJju,3,0
1892,1139756421602398208,2019-06-15 13:48:01,なんや,0,0
1893,1139733590017576960,2019-06-15 12:17:17,ブログって書くのって究極の暇つぶしになるわ隙あらば自分語りが好きな人間にとっては死ぬほど楽しい,1,0
1894,1139536542840438784,2019-06-14 23:14:18,タピオカが何なのかはわからんかったけどタピオカっていう言葉にはなぜか聞き覚えがあったんだよな,2,0
1895,1139536325483253760,2019-06-14 23:13:26,RT @SNYM_jp: オタクは最近流行りの「タピオカ」を昔から知っていた。それは何故か。だいたいこいつのせい https://t.co/SMDdMD8vrp,0,10096
1896,1139534334765891585,2019-06-14 23:05:31,まじですきこの曲,1,0
1897,1139534198933319680,2019-06-14 23:04:59,RT @yhdmECjXeLyJ0tI: 【生きろ】歌 SymaG 作詞 100回嘔吐作曲 100回嘔吐編曲 100回嘔吐＃100回嘔吐＃SymaG ＃ボカロ＃歌い手 https://t.co/uj2KaJ6UjQ,0,2
1898,1139531987398430722,2019-06-14 22:56:11,あかん今週四工大新歓ということを忘れてた今日は好き勝手ツイートしすぎてたぶん変に思われてると思ったけどツイッタラーは変人しかいないからたぶん大丈夫だ,3,0
1899,1139530861236199424,2019-06-14 22:51:43,ほんとにこれこれこれ以上はいらんまじでこれまじで https://t.co/4Tm9uhJIie,1,0
1900,1139526586854567936,2019-06-14 22:34:44,女の子としゃべりたくなってきた,4,0
1901,1139506047045910533,2019-06-14 21:13:07,うわーーーIQサプリ見てえーーー,0,0
1902,1139505670598717440,2019-06-14 21:11:37,明日雨やからなんもできんな,1,0
1903,1139500883438235649,2019-06-14 20:52:36,RT @daigakukowai444: 事実で草 https://t.co/ehlAjjPmIH,0,1
1904,1139500442805665792,2019-06-14 20:50:51,あーーだから小さいころの素の感性で「おもしろそう」って思ったAチャンネルとかまどマギとか文学少女シリーズとかが、未だに心の底から死ぬほどすきになってるんだもちろん人に勧められたやつでクソ好きなやつもあるけど、やっぱあの2つのコンテンツは完全に自分で選んだもんな,1,0
1905,1139499528220839937,2019-06-14 20:47:13,まあ小さいころより柔軟な発想ができなくなったという事実は悲しんでたところで変わらないので、これからはなるべく自分の感性と思想を大事にしていこうと思います,1,0
1906,1139499034110918657,2019-06-14 20:45:15,ひさびさに病みツイーーートをしてしまいましたーーーーうえーーいごめんねーーー,1,0
1907,1139495155549925377,2019-06-14 20:29:50,根拠とか関係なく、「俺が一番正しいんだ」って思って好きなことやってる人が本当にうらやましいただ自分はこないだのピザパでしゃべったり伝えたりするのが好きってことだけはわかった,2,0
1908,1139494778813337601,2019-06-14 20:28:20,今までの自分って、周りの人間とかネットの情報が「こうするべき！」って言ってた行動だけやってきたから、自分は本当は何が好きなのかわかんないし、自分の頭で考えて行動するってもうわかんねえな。歌い手が好きになった途端、アンチスレに意見を流されて嫌いになったりとかそんなことばっか,2,0
1909,1139485941662228480,2019-06-14 19:53:13,RT @engadgetjp: 「あつまれ どうぶつの森」でリセットさん失業。自動セーブ機能のため https://t.co/yMF5bJ7jYu,0,1531
1910,1139485573423304704,2019-06-14 19:51:45,ええーーー俺はずるいことすることこそが正義だと十数年間思ってたからこれは1周回ってすごいわ https://t.co/wQ2sJheAhl,0,0
1911,1139438859433807873,2019-06-14 16:46:08,といっても高校の一般教養に自信はないしなあーーあーーーーーーー,1,0
1912,1139438411712909312,2019-06-14 16:44:21,でも野球部の顧問は本当にやりたくないマジであの環境にいくのは嫌本当にいやだそれさえなければ先生になりたい,1,0
1913,1139438064575471616,2019-06-14 16:42:58,教職とってないから無理やけどな,0,0
1914,1139437937936912384,2019-06-14 16:42:28,先生になりたいブラックやけどやっぱ研究より教育のほうが絶対楽しいと思う,2,0
1915,1139406522893553664,2019-06-14 14:37:38,RT @negi_haruba: 10巻届いてた！帯が混雑してる！ https://t.co/8Y1ikBSesP,0,3706
1916,1139370774404317184,2019-06-14 12:15:35,ほめられたうれちい https://t.co/c1s7OrThur,0,0
1917,1139368223625732096,2019-06-14 12:05:27,RT @nemuuu_mun: 関わらない方がいい人のプロフィール・一期一会の出会いに感謝！・起業・自由人・邦ロック・古着・来る者拒まず去るもの追わず・投資・人生楽しんだもん勝ち！・青山学院大学・青学・青山学院・AG,0,4061
1918,1139368138921824257,2019-06-14 12:05:07,わたしは楽したいしずるしたい人間なので意識高い系と言われようがなんだろうが情報だけは死ぬ気で取りに行きます動くかどうかは別ですが,1,0
1919,1139367560703381504,2019-06-14 12:02:49,就活に関してはネットで色々調べても就活サイトの堅苦しい情報しか出てこないので全然実態がわかんない,0,0
1920,1139366581736112128,2019-06-14 11:58:56,なんで3年で一斉にインターン始めるのか未だによくわかってないんだけど誰か教えて,1,0
1921,1139366322775552001,2019-06-14 11:57:54,就活楽に乗り切る(またはやらない)方法を調べてみると、フライングor起業orコネ内定(？)っていう選択肢が出てくるんだけど、前者2つは周りの人間と気が合わない可能性が高い(俺が意識低い系分類だから)ので、やはり学校かFacebook使ってコネつくるしかないみたいね,2,0
1922,1139364627072950272,2019-06-14 11:51:10,他人のために時間を使いたくはないけど、俺が勝手に気に入った人間に対してはめちゃめちゃ時間を使ってあげたくなるよってただの自分勝手あほ,0,0
1923,1139364200562561024,2019-06-14 11:49:28,ああはたらきたくないはたらきたくないニートになりたいバイトの金だけで暮らしたい他人のために時間をつかいたくないあああああ,1,0
1924,1139363843426013184,2019-06-14 11:48:03,これになりそうだから気をつけなきゃといいつつ就活とかクソだるいことしたくないしはたらきたくもないので死ぬしかない https://t.co/Lk98iKWgDs,1,0
1925,1139363192604258305,2019-06-14 11:45:28,こっちのTAPクラスは女子1人やぞあほしね,2,0
1926,1139359774540091392,2019-06-14 11:31:53,俺も物理ブッチしたから実質昼TAPのみ4限(笑)とかない,1,0
1927,1139354813269868544,2019-06-14 11:12:10,今週の月曜日に花嫁最新刊。。。あれこないだ買ったよな。。。あれ、、、え、、、はやくね？,1,0
1928,1139354372041609216,2019-06-14 11:10:25,もう1人自分がほしいもう何回も言ってるけど人間という媒体がひとつだと足りないなにがやりたいかというと授業ちゃんと受けながらアニメみたいし学校サボりながら学校行きたいしテスト勉強しながらポケモンやりたい,1,1
1929,1139353073363501057,2019-06-14 11:05:15,RT @Fullcountc2: サイクルヒットの大谷の打席内容第1打席　初回・左中間先制3ラン本塁打第2打席　3回・左中間二塁打　第3打席　5回・右翼三塁打　第4打席　7回・中前安打https://t.co/0T1A4U0kir,0,756
1930,1139339052191141888,2019-06-14 10:09:32,はーー今日テスト返却らしいけどわたしは物理学休んだらしいね,2,0
1931,1139320236929212416,2019-06-14 08:54:46,#1限5分前自宅警備部,4,0
1932,1139311845360037888,2019-06-14 08:21:25,今日だけは！今日だけは許して！,0,0
1933,1139311223839711232,2019-06-14 08:18:57,ごめんなさい来週からちゃんと一限行くので許してください,1,0
1934,1139308882763759622,2019-06-14 08:09:39,RT @ParaRiorg01: 加藤英美里さん登場 https://t.co/tFWe1fmH9P,0,1151
1935,1139175243967127552,2019-06-13 23:18:37,一人暮らし前は俺もこう思ってたな全部実現できなかったけど https://t.co/jxowfdFZzc,0,0
1936,1139143909693480960,2019-06-13 21:14:06,そうです今幸福かどうかなんて思い込みでどうにかなるんですよ,0,0
1937,1139143584941166594,2019-06-13 21:12:49,アドラー心理学の発想は、正直5~6割くらいは既に自分で思いついてたことでしたなぜなら高校のときのクソ部活を強引に楽しいものにするにはどうするか真剣に考えてたらこうなったからあー不幸な人生送ってきてよかったなぁ(皮肉,1,0
1938,1139141845160566785,2019-06-13 21:05:54,3秒でわかる、「嫌われる勇気」青年「先生人生相談です、人生どうなら楽ですか」先生「自己洗脳(ｷﾘｯ」ワイ「あ ほ く さ」,1,0
1939,1139138273803030528,2019-06-13 20:51:43,RT @kappa_kptr: 腐れ縁元同級生のこういうギャップ好き https://t.co/pJ0SxS2p3Y,0,1397
1940,1139130946601377792,2019-06-13 20:22:36,電車JKエッッッ,0,1
1941,1139109107015725056,2019-06-13 18:55:49,RT @nico_nico_info: ［ニコニコ動画：『シリーズ』機能を追加］本日6月13日(木)、ニコニコ動画に『シリーズ』機能を追加しました。動画投稿者は自分の動画を『シリーズ』として纏めることができ、さらに、纏めた動画は自動で再生リストに反映されるため連続再生され…,0,1605
1942,1139004116812697602,2019-06-13 11:58:37,このポケモンすき！って思ったのに弱すぎるせい(周りが強すぎるせい)でなかなかパーティに組み込めないっていうのはだいぶ悲しいことだからそれがなくなるのはいいことだよね,0,0
1943,1139002868352970753,2019-06-13 11:53:40,メガZ廃止バンザイこれでマイナーポケ使える範囲広がるメガとZは元々マイナーポケへの救済措置として用いられたかと思いきや強ポケをさらにぶっ壊れ性能にして過剰インフレを引き起こした根本原因やからなあとカプとミミカスも弱体化はよ,0,0
1944,1138998754428645376,2019-06-13 11:37:19,高校のときに使ってた参考書は特に理系科目は取っておこうね！(戒め)(ほぼ捨てた),0,0
1945,1138998060963340288,2019-06-13 11:34:33,受験期に数Ⅲ真面目にやってたやつは大学数学ある程度独学いけるんだろうけど、不真面目ワイは公式忘れまくってるせいで問題演習でいちいち手が止まって萎えるからどのみち負け,2,1
1946,1138981436810153984,2019-06-13 10:28:30,RT @sndteamrocket: 6世代と7世代で何十本と対戦動画を上げてきたけど、一度も合法メガシンカに頼らなかった男,0,47
1947,1138980974631374848,2019-06-13 10:26:40,授業中にTwitterやると笑いこらえきれないからやめたほうがいいらしいね,0,0
1948,1138980824915689473,2019-06-13 10:26:04,RT @_4470_: みゃー姉！老後を生き抜くためには2000万必要らしいぞ！ https://t.co/IOT1O8HjNL,0,3618
1949,1138980731730874369,2019-06-13 10:25:42,ぼくの推しの同人声優さんは、レントラーに性的興奮を覚えるらしいのでその道もありっちゃあり,1,0
1950,1138979650334384129,2019-06-13 10:21:24,うそつけメガヤンマ使ったやろがい https://t.co/hIofsxGCEc,1,0
1951,1138969520092041216,2019-06-13 09:41:09,ハヤテのごとくを未だに全巻読めてないからゴミクズおかねがほしい,0,0
1952,1138965770375798784,2019-06-13 09:26:15,初対面で男の子にスパッツ見せてくれる生徒会長もいるらしいね https://t.co/1SXzKkg4hP,1,0
1953,1138965635914821632,2019-06-13 09:25:43,RT @zituhamixihades: お願いしてみたら、「スパッツ履いてるしいいっすよ」ってスカートの中見せてくれる芹沢 https://t.co/IFHdmZXoeW,0,4852
1954,1138956423352672258,2019-06-13 08:49:06,一限10分前ですが学校に行きたくないですわかくん出席とレポートは任せた,2,0
1955,1138950374130298880,2019-06-13 08:25:04,ピザパ+電気つけっぱ寝落ち+2度寝が加わると無事睡眠の質が超超超下がります⤵︎ ︎⤵︎ ︎⤵︎ ︎,2,0
1956,1138949457620348933,2019-06-13 08:21:26,RT @discordapp: NINTENDO FUCKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK KKKKK…,0,117827
1957,1138948674833174529,2019-06-13 08:18:19,ぼくまだ布団の上にいるんですけど今日一限らしいね,2,0
1958,1138947716044558347,2019-06-13 08:14:30,圧倒的これ感 https://t.co/KSjjgwHFek,2,0
1959,1138947285461553152,2019-06-13 08:12:48,RT @daigakukowai444: 俺がたか亭行ったらベロベロに酔わされて犯されるってマ？,0,1
1960,1138945863974150144,2019-06-13 08:07:09,ぐはっ https://t.co/pdI7ogeuCF,0,0
1961,1138810007372197888,2019-06-12 23:07:18,あっあした物理学実験。。。。,1,0
1962,1138808919923421184,2019-06-12 23:02:59,まーーーた変な性癖うまれちゃったよこれなんなんすか,0,0
1963,1138807454525902848,2019-06-12 22:57:09,直感て大事だわオタクを楽しむ必須スキル,1,0
1964,1138804795156779011,2019-06-12 22:46:35,まあマジレスすると本名やな,1,0
1965,1138803570508099585,2019-06-12 22:41:43,めんどくさいからち〇こでいいよ https://t.co/LvTdXCHxJW,2,0
1966,1138803442032320512,2019-06-12 22:41:13,オタクによる黒歴史吐きまくり大会とかやりてえ吐きたくないやつは無理に吐かなくていいけど俺が個人的にしぬほど吐きたい,2,2
1967,1138802987759882245,2019-06-12 22:39:24,なるほどTKNさんをうちに呼んで酔わせて黒歴史ぜんぶ吐いてもらうかそうしよう,1,0
1968,1138802657789792256,2019-06-12 22:38:06,RT @kira_kira_eps: わかくんは女装してました,0,2
1969,1138802634175811585,2019-06-12 22:38:00,NEW GAME!もっかいみたいああああああああ,3,0
1970,1138801639710527488,2019-06-12 22:34:03,すいません。社会に出たら野球の話と政治の話ときのこたけのこの話はしちゃいけないってじっちゃんが言ってたの忘れてました。,2,0
